OBJECTID,id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,scientific,code,shape_Leng,ORIG_FID,POINT_X,POINT_Y
3801,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Gag, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.301153050637000,3800,129.880646265312980,-0.455931768036635
3802,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Busuangua, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.584410025810000,3801,120.076931547952650,12.119448971692748
3803,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Cagayan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.205275204273000,3802,121.229179035983750,9.603500375242163
3804,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Catanduanes, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.305131122830000,3803,124.235523039256920,13.783189289953839
3805,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Con Son, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.595383638141000,3804,106.598201276068100,8.692816492287363
3806,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Madura, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,4.166961652490000,3805,113.349998567579860,-7.034887865382643
3807,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Dinagat, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.661202970520000,3806,125.607788019201730,10.154490236335391
3808,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Fergusson, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.954619191140000,3807,150.664979522886710,-9.531472531132351
3809,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Fordate, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.286727091284000,3808,131.949767565620730,-7.032403758926307
3810,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Gebe, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.899094043901000,3809,129.459631091101980,-0.112556205504461
3811,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Frederik Hendrik, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,4.688163649160000,3810,138.386706480119980,-7.915864082561313
3812,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Guadalcanal, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,3.585755979790000,3811,160.158398035840720,-9.622385267466086
3813,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Halmahera, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,14.357741212600001,3812,128.013319806364050,0.872549044502875
3814,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Java, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,26.585236826399999,3813,110.355796897608800,-7.408318393878744
3815,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Jamdena, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,4.626593422960000,3814,131.409413627536990,-7.585613851897676
3816,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Japen, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,4.053187179530000,3815,136.206629591182720,-1.752521431019204
3817,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kai-Besar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.836544090600000,3816,133.045340573308860,-5.579295266863028
3818,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kai Dulah, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.601009731268000,3817,132.774296908275800,-5.609895677043824
3819,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Karkar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.709702736399000,3818,145.974523457991270,-4.643242348955198
3820,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kai Ketjil, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.737636034340000,3819,132.719124941462950,-5.786822073979465
3821,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kajumerah, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.233447560435000,3820,134.412120579101500,-3.991282025145324
3822,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Ko Samui, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.702346302429000,3821,99.996257473903370,9.503856179619049
3823,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kobroor, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.110801744460000,3822,134.542803077400210,-6.136557643820140
3824,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Nam, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.694859212517000,3823,135.215779109518390,-1.501860020623383
3825,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kolombangara, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.003301844850000,3824,157.070083306599370,-7.985369996328245
3826,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Komoran, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.034223792880000,3825,138.790199252793400,-8.286801888196521
3827,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Leyte, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,6.767243698420000,3826,124.813999073398580,10.842536401333916
3828,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Limbo, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.109247445149000,3827,124.295254441139600,-1.764720697701989
3829,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Marinduque, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.434062164130000,3828,121.969246854358860,13.388206846768639
3830,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Maripipi, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.181526380934000,3829,124.324766575417130,11.791910930844836
3831,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Lombok, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,4.202742088850000,3830,116.339246617037820,-8.582893491541370
3832,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Luzon, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,39.672934479200002,3831,121.424088256767730,15.948061635136412
3833,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Maikoor, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.433805201080000,3832,134.245318524930100,-6.163953716490767
3834,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Mangoli, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.674647879580000,3833,125.775098700244940,-1.857402128005731
3835,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Mani, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.619600415948000,3834,138.394976409134070,-8.406999444368807
3836,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Manus, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.907960270300000,3835,146.912997543302030,-2.090057994980441
3837,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Masbate, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,4.735555711870000,3836,123.597206710621210,12.183672776777257
3838,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Mimien, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.168413214745000,3837,134.799411478756840,-6.325196556575804
3839,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Mussau, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.805035298391000,3838,149.615377865296300,-1.434835974900295
3840,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Mindoro, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,5.350373685200000,3839,121.065801315977980,12.956321536409803
3841,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Mioko, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.035089112032700,3840,152.455340281628760,-4.233925319397940
3842,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Obira, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.333745719980000,3841,127.728579069968190,-1.566090811641573
3843,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Misool, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.677448058240000,3842,130.118494743137940,-1.880547332893059
3844,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Mitak, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.137549460615000,3843,131.482994957651270,-7.185226610919301
3845,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Natuna-Besar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,2.495747850480000,3844,108.201801512629740,3.917702046012664
3846,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Negros, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,6.526496040580000,3845,123.007746585436620,10.028197573559225
3847,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,New Britain, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,17.198133295100000,3846,150.608776370033520,-5.476308885646517
3848,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,New Ireland, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,8.756629092260001,3847,152.327302748822830,-3.808673234881837
3849,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Numfoor, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.865318932986000,3848,134.893689257853000,-1.032977391793168
3850,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Panay, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,6.847067803390000,3849,122.442471220270700,11.193703780005478
3851,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sangihe, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,1.444169590010000,3850,125.537939814470970,3.562525412317996
3852,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Nias, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,3.379085878040000,3851,97.578349658310117,1.060711263514065
3853,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Serasan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.463336544242000,3852,109.043212547421210,2.519598606590478
3854,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Pororan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.042860637688700,3853,154.518916190429880,-5.206876832699606
3855,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Selu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.505416558240000,3854,130.901899507756180,-7.533608194762337
3856,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Semirara, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.365507908222000,3855,121.386092013635560,12.050847812776396
3857,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sera, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.501062643067000,3856,131.041132872484130,-7.680693469228174
3858,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Peleng, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,3.727506500420000,3857,123.138242853924680,-1.377839466218347
3859,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Rumberpon, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.642921038886000,3858,134.202570303676680,-1.845511984390498
3860,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sakar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.218841856984000,3859,148.081217994514870,-5.407068126192996
3861,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Samai-Eiland, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.245688587326000,3860,132.484708480711900,-3.123888695107155
3862,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sibuyan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.835669783214000,3861,122.574128299481460,12.408598803492055
3863,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Samar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,9.363862132540000,3862,125.053960178319580,11.938819529897444
3864,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,San Cristobal, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,3.926953677730000,3863,161.816811969996480,-10.541834910752470
3865,12594.000000000000000,Macroglossus minimus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sanga-sanga, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Macroglossus,Macroglossus minimus,LC,0.302732570252000,3864,119.781454196853820,5.077727423281999
