OBJECTID,id_no,binomial,presence,origin,seasonal,compiler,year,citation,source,dist_comm,island,subspecies,subpop,legend,tax_comm,kingdom_na,phylum_nam,class_name,order_name,family_nam,genus_name,scientific,code,shape_Leng,ORIG_FID,POINT_X,POINT_Y
10069,41710.000000000000000,Viverricula indica,1,1,1,IUCN,2015,International Union for the Conservation of Nature, , ,Bali, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverricula,Viverricula indica,LC,4.242651897850000,10068,116.339232833128790,-8.582944686348128
10070,41710.000000000000000,Viverricula indica,1,1,1,IUCN,2015,International Union for the Conservation of Nature, , ,Bawean, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverricula,Viverricula indica,LC,0.552252802739000,10069,112.652124763247340,-5.796249584250859
10071,41710.000000000000000,Viverricula indica,1,1,1,IUCN,2015,International Union for the Conservation of Nature, , ,Bintan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverricula,Viverricula indica,LC,2.297192239510000,10070,104.482751625387270,1.033000310316140
10072,41710.000000000000000,Viverricula indica,1,1,1,IUCN,2015,International Union for the Conservation of Nature, , ,Hainan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverricula,Viverricula indica,LC,12.622103786600000,10071,109.743527798868910,19.195878050431759
10073,41710.000000000000000,Viverricula indica,1,1,1,IUCN,2015,International Union for the Conservation of Nature, , ,Lombok, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverricula,Viverricula indica,LC,4.010869195870000,10072,115.118384072866770,-8.354725525762376
10074,41710.000000000000000,Viverricula indica,1,1,1,IUCN,2015,International Union for the Conservation of Nature, , ,Sumatra, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverricula,Viverricula indica,LC,11.418871556799999,10073,96.919717782249904,4.420799007068581
10075,41710.000000000000000,Viverricula indica,1,1,1,IUCN,2015,International Union for the Conservation of Nature, , ,Taiwan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverricula,Viverricula indica,LC,10.345427239799999,10074,120.969673912920830,23.750544109922771
10076,41710.000000000000000,Viverricula indica,1,1,1,IUCN,2015,International Union for the Conservation of Nature, ,Historical record,Java, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverricula,Viverricula indica,LC,30.960767591100002,10075,109.938029707704910,-7.300209880781324
10077,41711.000000000000000,Eubalaena japonica,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,Eubalaena japonica,EN,801.937321593999970,10076,36.141848001584037,51.741005863230043
10078,41712.000000000000000,Eubalaena glacialis,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BALAENIDAE,Eubalaena,Eubalaena glacialis,EN,1669.556034819999900,10077,-31.156128847068601,49.170418259794928
10079,41714.000000000000000,Tursiops aduncus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,DELPHINIDAE,Tursiops,Tursiops aduncus,DD,3132.431512489999900,10078,100.019693237153210,1.297096528182294
10080,41715.000000000000000,Phocoena dioptrica,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,Phocoena dioptrica,DD,1259.955737970000000,10079,8.396657250931412,-51.926709902140203
10081,41754.000000000000000,Neophocaena asiaeorientalis,1,1,1,IUCN,2011,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHOCOENIDAE,Neophocaena,Neophocaena asiaeorientalis,VU,424.359848402000010,10080,125.539328244502940,33.637865014458896
10082,41755.000000000000000,Physeter macrocephalus,1,1,1,IUCN,2012,International Union for Conservation of Nature (IUCN), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PHYSETERIDAE,Physeter,Physeter macrocephalus,VU,11009.550039199999000,10081,-9.855585548034583,-12.829922935994659
10083,41758.000000000000000,Platanista gangetica,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature), , , ,minor, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PLATANISTIDAE,Platanista,Platanista gangetica,EN,25.145457784800001,10082,71.368432715597407,30.570913712797676
10084,41758.000000000000000,Platanista gangetica,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature), , , ,gangetica, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,PLATANISTIDAE,Platanista,Platanista gangetica,EN,165.196716253000010,10083,86.849336183518119,25.207459823412194
10085,41759.000000000000000,Mesoplodon perrini,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon perrini,DD,15.517031241000000,10084,-120.986169635620170,34.906511725235987
10086,41760.000000000000000,Mesoplodon traversii,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,Mesoplodon traversii,DD,602.517612007000030,10085,-82.969022055723258,-39.375445672879437
10087,41763.000000000000000,Equus ferus,1,2,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , , , , ,Reintroduced, ,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,EQUIDAE,Equus,Equus ferus,EN,12.743756068000000,10086,90.833625003191401,43.895131961271034
10088,41766.000000000000000,Procavia capensis,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,HYRACOIDEA,PROCAVIIDAE,Procavia,Procavia capensis,LC,506.170235128999990,10087,21.133505440923386,6.791942606865860
10089,41767.000000000000000,Phacochoerus aethiopicus,1,1,1,"de Jong, Y.A., Butynski, T.M. and d’Huart, J. - IUCN/SSC Wild Pig Specialist Group",2016,"de Jong, Y.A., d’Huart, J., Butynski, T.M., Culverwell, J., Feely, J., Bell-Cross, S., Caron, A., King, J., Pohlstrand, H., Dufresne, H., Williams, S., Mallon, D., Hamerlynck, O., Luke, Q., Trailin, V. and Grubb, P. 2001", , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Phacochoerus,Phacochoerus aethiopicus,LC,86.586336666199998,10088,42.427532311766811,4.100368885715568
10090,41768.000000000000000,Phacochoerus africanus,1,1,1,"de Jong, Y.A., Cumming, D.H.M., d’Huart, J. and Butynski, T.M.",2016,De Jong et al. in prep., , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Phacochoerus,Phacochoerus africanus,LC,573.262370017999960,10089,20.613405349577249,-3.368678727741042
10091,41769.000000000000000,Hylochoerus meinertzhageni,3,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , ,meinertzhageni, ,Possibly Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Hylochoerus,Hylochoerus meinertzhageni,LC,1.048907155610000,10090,37.822836924584465,-2.668585775213330
10092,41769.000000000000000,Hylochoerus meinertzhageni,4,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , ,rimator, ,Possibly Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Hylochoerus,Hylochoerus meinertzhageni,LC,3.612552381580000,10091,29.327368173902130,-2.635419384297109
10093,41769.000000000000000,Hylochoerus meinertzhageni,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , ,meinertzhageni, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Hylochoerus,Hylochoerus meinertzhageni,LC,14.020249895699999,10092,35.951463210658687,0.362689482933320
10094,41769.000000000000000,Hylochoerus meinertzhageni,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , ,ivoriensis, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Hylochoerus,Hylochoerus meinertzhageni,LC,47.062589409600001,10093,-7.655569048972382,7.513864205368805
10095,41769.000000000000000,Hylochoerus meinertzhageni,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , ,rimator, ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Hylochoerus,Hylochoerus meinertzhageni,LC,72.275206454100001,10094,21.912634207103054,2.758637214835630
10096,41769.000000000000000,Hylochoerus meinertzhageni,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , ,ssp. undet., ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Hylochoerus,Hylochoerus meinertzhageni,LC,27.977370319500000,10095,37.404282415101420,7.558501290702054
10097,41770.000000000000000,Potamochoerus larvatus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Potamochoerus,Potamochoerus larvatus,LC,281.204269587000000,10096,31.249299533047065,-9.045674665453419
10098,41770.000000000000000,Potamochoerus larvatus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Mafia, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Potamochoerus,Potamochoerus larvatus,LC,1.415810372980000,10097,39.770144387353639,-7.855864133223122
10099,41770.000000000000000,Potamochoerus larvatus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , ,Zanzibar, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Potamochoerus,Potamochoerus larvatus,LC,2.875265918560000,10098,39.358870109268196,-6.137680156014369
10100,41771.000000000000000,Potamochoerus porcus,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Potamochoerus,Potamochoerus porcus,LC,164.324140218000000,10099,13.195137253081839,3.031528947103254
10101,41772.000000000000000,Sus barbatus,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus barbatus,VU,91.502834750500000,10100,111.384121342925710,0.633798292157508
10102,41772.000000000000000,Sus barbatus,2,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Bangka, , ,Probably Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus barbatus,VU,7.624038828030000,10101,105.982123766998310,-2.256138671462452
10103,41772.000000000000000,Sus barbatus,4,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Possibly Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus barbatus,VU,7.417364512020000,10102,102.335261741835950,4.456934587061596
10104,41773.000000000000000,Sus celebensis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Buton, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,5.566803595940000,10103,122.912428877990350,-5.073976089125154
10105,41773.000000000000000,Sus celebensis,4,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Selayar, , ,Possibly Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,1.669582392630000,10104,120.493244663610430,-6.098463035540590
10106,41773.000000000000000,Sus celebensis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kabeana, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,1.648051447800000,10105,121.940337476293510,-5.267462942160989
10107,41773.000000000000000,Sus celebensis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Lembeh, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,0.516404576621000,10106,125.231652741880570,1.444831531350133
10108,41773.000000000000000,Sus celebensis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Muna, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,3.534585176030000,10107,122.519527654877380,-5.014366265690569
10109,41773.000000000000000,Sus celebensis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Peleng, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,3.738534025470000,10108,123.138243565288350,-1.377855218743321
10110,41773.000000000000000,Sus celebensis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sulawesi, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,57.762340957900001,10109,121.115501635692000,-2.008382414816538
10111,41773.000000000000000,Sus celebensis,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Togian Islands, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,2.489802163630000,10110,121.904929894798900,-0.421193846918470
10112,41773.000000000000000,Sus celebensis,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Buru, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,3.897350080200000,10111,126.634589721638350,-3.423814295393356
10113,41773.000000000000000,Sus celebensis,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Flores, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,10.928114021800001,10112,121.149850354510360,-8.605138366242557
10114,41773.000000000000000,Sus celebensis,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Nias, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,3.385688632580000,10113,97.578357050737338,1.060677825821074
10115,41773.000000000000000,Sus celebensis,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Roti, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,2.685940372310000,10114,123.124517756089630,-10.725142280891475
10116,41773.000000000000000,Sus celebensis,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sawu, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,0.828744388889000,10115,121.870668930926510,-10.531278664978345
10117,41773.000000000000000,Sus celebensis,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Simeulue, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,3.473379372440000,10116,96.064602849342066,2.626514571890027
10118,41773.000000000000000,Sus celebensis,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Seram, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,9.957270997909999,10117,129.458235944033620,-3.203122525983758
10119,41773.000000000000000,Sus celebensis,1,3,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Timor, , ,Introduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus celebensis,NT,11.620815093499999,10118,125.110634485992820,-9.251034139713738
10120,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Tsushima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,2.471933312490000,10119,129.373343470025130,34.515287249407095
10121,41775.000000000000000,Sus scrofa,1,2,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Reintroduced, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,38.827648528399997,10120,14.184469582005647,57.546613703759476
10122,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,1530.312802290000000,10121,69.888046641039693,39.597022058820983
10123,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Ishigaki, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,1.127380310820000,10122,124.207380929486360,24.428904187977935
10124,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Java, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,30.960878672400000,10123,109.938029262540510,-7.300209769265393
10125,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sardinia, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,11.948407522100000,10124,9.032357736820131,40.089901228558915
10126,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Shikoku, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,14.698713145799999,10125,133.467338808139520,33.656087472558852
10127,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sri Lanka, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,13.451730857499999,10126,80.705404344335079,7.620960104325377
10128,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Sumatra, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,50.601038555800002,10127,101.523855224638960,-0.456920536653399
10129,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Taiwan, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,10.345439994600000,10128,120.969673955188910,23.750544458859736
10130,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Amami-Oshima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,2.769061934840000,10129,129.430673112774000,28.305139203911210
10131,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Awaji, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,1.441991612040000,10130,134.843516700535360,34.361471137583010
10132,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Tokuno, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,0.690502393339000,10131,128.950833736787560,27.769003501710301
10133,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Fukue, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,1.485888131810000,10132,128.747060849178870,32.677517540102428
10134,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Iriomote, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,1.236008074370000,10133,123.815357365550080,24.329428813988613
10135,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Jeju, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,2.125038089060000,10134,126.555428386910530,33.380537943271520
10136,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Nakadori-Jima, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,1.460680130590000,10135,129.088000130301790,32.961447080818175
10137,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Nisos Samos, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,1.413157095600000,10136,26.813046152458014,37.736063462758636
10138,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Okinawa, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,3.571486353390000,10137,127.966422954056160,26.495686733855734
10139,41775.000000000000000,Sus scrofa,5,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Shodo, , ,Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,0.880258769118000,10138,134.281539958702180,34.499017273428478
10140,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Corsica, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,7.923330516840000,10139,9.103979091661813,42.158857655256611
10141,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Cyprus, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,6.628001851860000,10140,33.234913006829856,35.049241053332025
10142,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Hinan Dao, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,12.544951437400000,10141,109.743477523169250,19.196039731448479
10143,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Honshu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,52.724158121099997,10142,136.579095936728210,35.484686434331536
10144,41775.000000000000000,Sus scrofa,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Kyushu, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus scrofa,LC,27.825072914600000,10143,130.863723602562230,32.655266758654022
10145,41777.000000000000000,Pecari tajacu,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Pecari,Pecari tajacu,LC,504.481828242000010,10144,-64.154404063996310,-3.843289203433926
10146,41777.000000000000000,Pecari tajacu,1,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , ,Trinidad, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Pecari,Pecari tajacu,LC,3.913018693580000,10145,-61.293895014942962,10.418772590482718
10147,41777.000000000000000,Pecari tajacu,5,1,1,IUCN,2008,IUCN (International Union for Conservation of Nature), , , , , ,Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Pecari,Pecari tajacu,LC,68.233159000300006,10146,-58.899213368402172,-28.499027086031163
10148,41778.000000000000000,Tayassu pecari,1,1,1,"Rafael Reyna, Wildlife Conservation Society",2014,"Rafael Reyna, Wildlife Conservation Society", , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Tayassu,Tayassu pecari,VU,456.667666094000030,10147,-62.219310112271842,-5.858006093906056
10149,41778.000000000000000,Tayassu pecari,5,1,1,"Rafael Reyna, Wildlife Conservation Society",2014,"Rafael Reyna, Wildlife Conservation Society", , , , , ,Extinct, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Tayassu,Tayassu pecari,VU,437.121452846000010,10148,-56.244116970521759,-11.214668129630411
10150,41778.000000000000000,Tayassu pecari,2,1,1,"Rafael Reyna, Wildlife Conservation Society",2014,"Rafael Reyna, Wildlife Conservation Society", , , , , ,Probably Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Tayassu,Tayassu pecari,VU,407.075136483999980,10149,-50.545464956842238,-15.767513359653776
10151,41779.000000000000000,Moschiola meminna,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , ,Sri Lanka, , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Moschiola,Moschiola meminna,LC,13.800369162999999,10150,80.720887675226095,7.896961512363930
10152,41780.000000000000000,Tragulus javanicus,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , , , , ,Extant (resident), ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Tragulus javanicus,DD,30.673199847900001,10151,109.948129069101300,-7.302437062620300
10153,41780.000000000000000,Tragulus javanicus,6,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature), , , , , ,Not Mapped, ,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,Tragulus javanicus,DD,3.999028891390000,10152,115.118367292416680,-8.354714842715794
